step,customer,age,gender,merchant,category,amount,fraud,amount_zscore,customer_tx_count,merchant_tx_count,risk_score,risk_score_scaled,cost
96,C2132916640,5,M,M348934600,es_transportation,31.71,0,0.2682075544707026,9,6913,5.0126326349579995e-39,5.0126326349579995e-39,1.001
7,C830856919,6,M,M348934600,es_transportation,8.92,0,-1.0398610368177292,8,6913,2.3638480894016493e-39,2.3638480894016493e-39,1.001
127,C399875163,2,M,M348934600,es_transportation,25.85,0,-0.0681365414024965,10,6913,3.658066506238676e-39,3.658066506238676e-39,1.001
3,C2704357,4,F,M348934600,es_transportation,46.9,0,1.1400619599850192,7,6913,1.0710337048206928e-38,1.0710337048206928e-38,1.001
80,C1598564853,2,M,M1823072687,es_transportation,0.45,0,-1.5260102675423022,7,10103,1.6952358160320295e-56,1.6952358160320295e-56,1.001
165,C1350963410,5,F,M547558035,es_fashion,20.66,1,-0.8594209715095783,4,24,0.02832219923058307,0.02832219923058307,0.9726778007694169
161,C282483842,4,F,M1823072687,es_transportation,23.58,0,-0.1984268311008178,4,10103,5.363083283815035e-56,5.363083283815035e-56,1.001
143,C1945520078,3,F,M1823072687,es_transportation,66.18,0,2.2466684733698803,7,10103,1.9591220496789968e-55,1.9591220496789968e-55,1.001
84,C1304285526,5,F,M85975013,es_food,70.82,0,1.2983241870829576,3,915,2.686407405075444e-06,2.686407405075444e-06,1.000997313592595
40,C2110878299,3,F,M348934600,es_transportation,1.52,0,-1.464595901913578,6,6913,2.178132699809864e-39,2.178132699809864e-39,1.001
22,C1783773775,2,M,M348934600,es_transportation,3.04,0,-1.377353064758755,7,6913,2.092194726280559e-39,2.092194726280559e-39,1.001
30,C38227648,2,M,M1823072687,es_transportation,8.4,0,-1.0697072705812212,5,10103,2.7662987685565123e-56,2.7662987685565123e-56,1.001
8,C1506066038,5,M,M1600850729,es_fashion,69.85,0,0.2227537887041909,3,101,0.037053540281530274,0.037053540281530274,0.9639464597184697
126,C490558731,5,M,M1823072687,es_transportation,41.12,0,0.8083095923831265,9,10103,6.349356970411403e-56,6.349356970411403e-56,1.001
59,C1968624098,2,F,M348934600,es_transportation,8.52,0,-1.0628196781742616,10,6913,1.9188078609153056e-39,1.9188078609153056e-39,1.001
164,C701909142,3,F,M1823072687,es_transportation,8.46,0,-1.0662634743777413,8,10103,2.0734279252239186e-56,2.0734279252239186e-56,1.001
10,C1560676680,2,F,M1823072687,es_transportation,32.39,0,0.3072372447768077,5,10103,6.757858416346595e-56,6.757858416346595e-56,1.001
130,C1971736578,5,F,M1823072687,es_transportation,20.92,0,-0.3511017961217579,6,10103,4.002054956247687e-56,4.002054956247687e-56,1.001
149,C1078351181,2,F,M1823072687,es_transportation,13.38,0,-0.7838721856923931,5,10103,3.329844566056234e-56,3.329844566056234e-56,1.001
29,C851731350,4,M,M1823072687,es_transportation,23.13,0,-0.2242553026269167,7,10103,3.944190452813636e-56,3.944190452813636e-56,1.001
84,C871505790,2,F,M348934600,es_transportation,43.36,0,0.936877983979708,8,6913,8.521233294765421e-39,8.521233294765421e-39,1.001
93,C2125787399,4,F,M1823072687,es_transportation,65.51,0,2.2082127490976884,8,10103,1.7344736953393028e-55,1.7344736953393028e-55,1.001
58,C21207783,3,F,M840466850,es_tech,54.47,0,-0.5501703941537043,7,37,0.03274575880581046,0.03274575880581046,0.9682542411941896
178,C1032319289,3,F,M1823072687,es_transportation,46.74,0,1.1308785034424065,10,10103,7.1046566570685365e-56,7.1046566570685365e-56,1.001
162,C1934785516,2,F,M1823072687,es_transportation,43.23,0,0.9294164255388347,7,10103,8.336196203131308e-56,8.336196203131308e-56,1.001
153,C407368472,3,M,M1823072687,es_transportation,5.44,0,-1.239601216619561,3,10103,3.0071640422314126e-56,3.0071640422314126e-56,1.001
96,C1385115265,2,F,M1823072687,es_transportation,40.19,0,0.7549307512291887,10,10103,5.5671363682501015e-56,5.5671363682501015e-56,1.001
168,C1897705669,2,M,M1823072687,es_transportation,28.73,0,0.0971656763645365,6,10103,5.3526401536993705e-56,5.3526401536993705e-56,1.001
161,C1446511647,3,F,M1823072687,es_transportation,31.26,0,0.2423790829446038,6,10103,5.881353356129506e-56,5.881353356129506e-56,1.001
90,C1557540123,4,F,M1823072687,es_transportation,38.55,0,0.660800321667406,7,10103,7.003158342264621e-56,7.003158342264621e-56,1.001
148,C46234453,3,F,M1946091778,es_wellnessandbeauty,31.35,0,-0.5625003364868186,9,175,0.0036559748430728344,0.0036559748430728344,0.9973440251569272
49,C490558731,5,M,M1823072687,es_transportation,10.2,0,-0.9663933844768255,9,10103,2.008001511247822e-56,2.008001511247822e-56,1.001
130,C2012722039,1,F,M348934600,es_transportation,2.43,0,-1.4123649928274669,7,6913,2.0452133267854966e-39,2.0452133267854966e-39,1.001
5,C1408489165,2,M,M348934600,es_transportation,55.38,0,1.626785156743506,3,6913,2.1635265632267461e-38,2.1635265632267461e-38,1.001
62,C261398093,3,F,M1823072687,es_transportation,74.04,0,2.6978057760257412,8,10103,2.382839926628749e-55,2.382839926628749e-55,1.001
17,C99729647,3,M,M348934600,es_transportation,3.55,0,-1.3480807970291762,7,6913,2.132301570166072e-39,2.132301570166072e-39,1.001
133,C581878341,4,M,M348934600,es_transportation,24.31,0,-0.1565273106251462,7,6913,4.618815863543693e-39,4.618815863543693e-39,1.001
174,C1439880421,4,F,M1823072687,es_transportation,13.63,0,-0.7695230348445604,5,10103,3.360983458890451e-56,3.360983458890451e-56,1.001
75,C617723960,4,F,M980657600,es_sportsandtoys,817.28,1,2.54859116375321,4,57,0.9998222238244955,0.9998222238244955,0.0011777761755045182
93,C2073207955,3,M,M348934600,es_transportation,32.37,0,0.3060893127089809,4,6913,8.337548652990314e-39,8.337548652990314e-39,1.001
122,C2049382420,3,M,M1823072687,es_transportation,7.08,0,-1.1454707870577778,6,10103,2.3905345969068624e-56,2.3905345969068624e-56,1.001
63,C492776916,2,M,M1823072687,es_transportation,1.13,0,-1.486980577236197,4,10103,2.3249081692242144e-56,2.3249081692242144e-56,1.001
84,C1086957388,3,M,M348934600,es_transportation,56.36,0,1.68303382806701,5,6913,1.8487929655055299e-38,1.8487929655055299e-38,1.001
152,C2062869828,2,M,M1823072687,es_transportation,46.43,0,1.1130855563910935,3,10103,1.3834110715275156e-55,1.3834110715275156e-55,1.001
60,C893911190,3,M,M348934600,es_transportation,45.52,0,1.060854647304983,5,6913,1.23483584583761e-38,1.23483584583761e-38,1.001
72,C962830776,2,M,M1823072687,es_transportation,8.12,0,-1.0857783195307935,5,10103,2.737610010239838e-56,2.737610010239838e-56,1.001
36,C1187702596,3,M,M1823072687,es_transportation,16.15,0,-0.6248835942984067,6,10103,3.3508408197121598e-56,3.3508408197121598e-56,1.001
131,C1652856443,2,M,M348934600,es_transportation,47.56,0,1.177943718223298,5,6913,1.3322794304204848e-38,1.3322794304204848e-38,1.001
104,C278501873,2,F,M348934600,es_transportation,16.89,0,-0.5824101077888216,10,6913,2.6204235570765116e-39,2.6204235570765116e-39,1.001
74,C987620594,5,F,M348934600,es_transportation,24.12,0,-0.167432665269499,6,6913,5.0526419192020165e-39,5.0526419192020165e-39,1.001
88,C1584366693,5,F,M348934600,es_transportation,56.57,0,1.6950871147791895,2,6913,2.4915191337094484e-38,2.4915191337094484e-38,1.001
139,C54876469,4,M,M348934600,es_transportation,27.8,0,0.0437868352105987,5,6913,6.38385413012295e-39,6.38385413012295e-39,1.001
105,C795132749,5,F,M1823072687,es_transportation,48.19,0,1.2141035783598362,11,10103,6.806580529463533e-56,6.806580529463533e-56,1.001
19,C1432825682,3,M,M348934600,es_transportation,21.74,0,-0.3040365813408667,6,6913,4.624180135969077e-39,4.624180135969077e-39,1.001
169,C1027777422,2,M,M348934600,es_transportation,14.77,0,-0.7040909069784432,11,6913,2.198020413918521e-39,2.198020413918521e-39,1.001
122,C1783773775,2,M,M855959430,es_hyper,17.75,0,-0.6238680248500569,7,220,0.002058286175512998,0.002058286175512998,0.998941713824487
140,C338406777,3,F,M1823072687,es_transportation,16.01,0,-0.6329191187731928,12,10103,1.8643584144108965e-56,1.8643584144108965e-56,1.001
23,C1207205377,4,M,M1823072687,es_transportation,18.99,0,-0.4618772406670268,7,10103,3.380769089554729e-56,3.380769089554729e-56,1.001
143,C605859862,5,F,M348934600,es_transportation,19.26,0,-0.4463801577513673,8,6913,3.473871809850898e-39,3.473871809850898e-39,1.001
20,C332239974,5,M,M1823072687,es_transportation,38.89,0,0.6803151668204587,6,10103,7.81361007650179e-56,7.81361007650179e-56,1.001
124,C1453917071,5,F,M1823072687,es_transportation,12.48,0,-0.8355291287445911,2,10103,4.305777579266251e-56,4.305777579266251e-56,1.001
122,C1388726904,3,F,M1823072687,es_transportation,43.15,0,0.9248246972675284,7,10103,8.311403281295725e-56,8.311403281295725e-56,1.001
143,C1558014544,3,M,M1823072687,es_transportation,49.6,0,1.295032789141613,9,10103,8.70659638980933e-56,8.70659638980933e-56,1.001
23,C1804573810,2,F,M1823072687,es_transportation,12.06,0,-0.85963570216895,6,10103,2.8775303405254373e-56,2.8775303405254373e-56,1.001
37,C508633218,6,M,M348934600,es_transportation,63.52,0,2.093993508348939,4,6913,2.659029226160697e-38,2.659029226160697e-38,1.001
56,C956898918,2,F,M348934600,es_transportation,6.69,0,-1.167855462380397,3,6913,3.530707716564955e-39,3.530707716564955e-39,1.001
79,C571876967,4,M,M348934600,es_transportation,13.0,0,-0.805682894981099,3,6913,4.465728181093691e-39,4.465728181093691e-39,1.001
106,C1129265408,3,F,M1823072687,es_transportation,15.38,0,-0.6690789789097313,6,10103,3.2561407060535815e-56,3.2561407060535815e-56,1.001
26,C1123042802,5,M,M348934600,es_transportation,33.28,0,0.3583202217950922,5,6913,7.82875424408556e-39,7.82875424408556e-39,1.001
24,C1374336520,2,M,M348934600,es_transportation,30.26,0,0.1849824795532728,3,6913,8.49142380967965e-39,8.49142380967965e-39,1.001
92,C1358225719,2,F,M348934600,es_transportation,5.09,0,-1.2596900278065266,4,6913,3.019466485513914e-39,3.019466485513914e-39,1.001
100,C1166355595,4,F,M1823072687,es_transportation,34.01,0,0.4002197422707636,9,10103,4.872630763339448e-56,4.872630763339448e-56,1.001
85,C156162339,2,F,M1823072687,es_transportation,31.03,0,0.2291778641645976,9,10103,4.360918126684789e-56,4.360918126684789e-56,1.001
41,C1799589925,5,M,M348934600,es_transportation,43.07,0,0.920232968996222,6,6913,1.0231362420424223e-38,1.0231362420424223e-38,1.001
166,C1213002113,1,F,M85975013,es_food,4.38,0,-1.2636731692562937,11,915,1.7290097188748713e-07,1.7290097188748713e-07,1.0009998270990281
107,C1719535099,3,F,M1823072687,es_transportation,49.67,0,1.299050551379006,7,10103,1.0594988778379752e-55,1.0594988778379752e-55,1.001
99,C2055009466,4,M,M1823072687,es_transportation,13.12,0,-0.7987953025741393,8,10103,2.466263821438008e-56,2.466263821438008e-56,1.001
96,C1943207086,5,F,M1823072687,es_transportation,23.73,0,-0.1898173405921181,4,10103,5.393118828408958e-56,5.393118828408958e-56,1.001
17,C1187799344,3,M,M348934600,es_transportation,3.87,0,-1.3297138839439502,4,6913,2.8853814496864665e-39,2.8853814496864665e-39,1.001
42,C735039923,3,F,M1823072687,es_transportation,3.98,0,-1.3234002575709038,7,10103,1.9333433939726567e-56,1.9333433939726567e-56,1.001
144,C261398093,3,F,M1823072687,es_transportation,46.7,0,1.1285826393067533,8,10103,8.610265069539992e-56,8.610265069539992e-56,1.001
124,C972314568,3,F,M348934600,es_transportation,36.85,0,0.5632260959021437,5,6913,8.941663575605436e-39,8.941663575605436e-39,1.001
58,C1787537369,2,M,M151143676,es_barsandrestaurants,3.22,0,-1.00382812509668,10,196,0.001447176588500077,0.001447176588500077,0.9995528234114999
117,C2132916640,5,M,M1823072687,es_transportation,9.13,0,-1.0278077501055498,9,10103,1.9295787392856221e-56,1.9295787392856221e-56,1.001
21,C161678291,3,F,M348934600,es_transportation,15.9,0,-0.6392327451462393,6,6913,3.720522737481896e-39,3.720522737481896e-39,1.001
35,C1896850232,2,F,M1823072687,es_transportation,26.29,0,-0.042882035910311,6,10103,4.887807476430683e-56,4.887807476430683e-56,1.001
18,C777863522,5,F,M1823072687,es_transportation,20.59,0,-0.3700426752408972,3,10103,5.286002710199667e-56,5.286002710199667e-56,1.001
99,C1082462651,3,F,M1823072687,es_transportation,30.95,0,0.2245861358932911,8,10103,4.790098756316412e-56,4.790098756316412e-56,1.001
160,C954359387,4,M,M1823072687,es_transportation,22.16,0,-0.2799300079165077,2,10103,6.174102640178268e-56,6.174102640178268e-56,1.001
106,C1514271157,2,M,M1946091778,es_wellnessandbeauty,99.28,0,0.6369300246273656,6,175,0.020275356566684766,0.020275356566684766,0.9807246434333152
93,C1421006824,2,F,M349281107,es_fashion,56.29,0,-0.0755647668660206,5,101,0.022700254206103974,0.022700254206103974,0.978299745793896
137,C1431806998,4,F,M1823072687,es_transportation,27.69,0,0.0374732088375523,6,10103,5.149340462034638e-56,5.149340462034638e-56,1.001
61,C354971512,6,F,M348934600,es_transportation,6.79,0,-1.162115802041264,5,6913,2.9198364062800008e-39,2.9198364062800008e-39,1.001
55,C1638710158,4,F,M1823072687,es_transportation,42.77,0,0.9030139879788228,4,10103,1.0957467875649368e-55,1.0957467875649368e-55,1.001
149,C1718279923,5,F,M1823072687,es_transportation,17.07,0,-0.572078719178382,5,10103,3.820234177708679e-56,3.820234177708679e-56,1.001
174,C1610565169,4,M,M1823072687,es_transportation,60.62,0,1.927543358514079,8,10103,1.4457663372992751e-55,1.4457663372992751e-55,1.001
38,C150523972,6,M,M1823072687,es_transportation,9.89,0,-0.984186331528138,7,10103,2.409193347990652e-56,2.409193347990652e-56,1.001
37,C1952969809,4,F,M348934600,es_transportation,62.81,0,2.0532419199410947,8,6913,1.7579326428823168e-38,1.7579326428823168e-38,1.001
104,C1040405455,6,F,M348934600,es_transportation,55.05,0,1.6078442776243662,9,6913,1.195268865915283e-38,1.195268865915283e-38,1.001
136,C1828122,6,M,M1823072687,es_transportation,10.28,0,-0.9618016562055192,6,10103,2.6930097573447904e-56,2.6930097573447904e-56,1.001
45,C1304285526,5,F,M1823072687,es_transportation,29.05,0,0.1155325894497624,3,10103,7.243069565028004e-56,7.243069565028004e-56,1.001
18,C1316262830,1,F,M1649169323,es_sportsandtoys,165.75,0,-0.2708819876018296,7,32,0.16154030712631182,0.16154030712631182,0.8394596928736882
78,C1128349548,2,F,M1823072687,es_transportation,48.51,0,1.2324704914450622,8,10103,9.210508246252353e-56,9.210508246252353e-56,1.001
47,C949023995,3,M,M348934600,es_transportation,43.88,0,0.9667242177432002,4,6913,1.279826509221755e-38,1.279826509221755e-38,1.001
176,C400803731,2,F,M348934600,es_transportation,20.15,0,-0.3952971807330829,8,6913,3.59091215195632e-39,3.59091215195632e-39,1.001
68,C1813956515,1,M,M348934600,es_transportation,41.37,0,0.8226587432309592,8,6913,7.912702611835114e-39,7.912702611835114e-39,1.001
41,C2132916640,5,M,M348934600,es_transportation,43.84,0,0.964428353607547,9,6913,7.874151804213463e-39,7.874151804213463e-39,1.001
63,C382331420,4,F,M78078399,es_wellnessandbeauty,7.25,0,-0.9880306132842842,3,55,0.016948197121566023,0.016948197121566023,0.984051802878434
146,C1857263556,1,F,M1823072687,es_transportation,47.86,0,1.195162699240697,6,10103,1.0911728041829795e-55,1.0911728041829795e-55,1.001
152,C1060270098,3,M,M348934600,es_transportation,37.72,0,0.6131611408526014,6,6913,8.383508684265627e-39,8.383508684265627e-39,1.001
107,C1290093162,2,F,M1823072687,es_transportation,33.85,0,0.3910362857281509,6,10103,6.476743193986445e-56,6.476743193986445e-56,1.001
158,C548185127,2,F,M348934600,es_transportation,3.19,0,-1.368743574250055,5,6913,2.5535699797033437e-39,2.5535699797033437e-39,1.001
129,C798268011,3,F,M85975013,es_food,36.21,0,-0.0362743755735967,7,915,6.540329487785279e-07,6.540329487785279e-07,1.0009993459670512
116,C23569509,5,M,M85975013,es_food,52.17,0,0.5791602693266811,5,915,1.2737364653223628e-06,1.2737364653223628e-06,1.0009987262635347
161,C1316262830,1,F,M348934600,es_transportation,25.69,0,-0.0773199979451094,7,6913,4.862333818865699e-39,4.862333818865699e-39,1.001
96,C480975116,2,M,M348934600,es_transportation,22.74,0,-0.2466399779495358,5,6913,5.287671962165034e-39,5.287671962165034e-39,1.001
128,C1001065306,1,M,M209847108,es_wellnessandbeauty,152.08,1,1.569212124830942,1,127,0.15654383577038752,0.15654383577038752,0.8444561642296124
169,C1718279923,5,F,M85975013,es_food,2.91,0,-1.3203579391813192,5,915,2.9596699412106337e-07,2.9596699412106337e-07,1.0009997040330059
26,C1494778598,3,M,M348934600,es_transportation,39.52,0,0.7164750269569974,6,6913,8.964605780666075e-39,8.964605780666075e-39,1.001
120,C33256704,4,F,M348934600,es_transportation,3.13,0,-1.3721873704535352,6,6913,2.3126902973704232e-39,2.3126902973704232e-39,1.001
160,C723171448,4,M,M1823072687,es_transportation,42.23,0,0.8720198221475037,4,10103,1.0739364746755869e-55,1.0739364746755869e-55,1.001
89,C771874671,5,M,M348934600,es_transportation,31.34,0,0.2469708112159102,7,6913,6.00071938468154e-39,6.00071938468154e-39,1.001
110,C351144071,2,M,M1823072687,es_transportation,8.04,0,-1.0903700478021003,4,10103,3.0070324469260687e-56,3.0070324469260687e-56,1.001
167,C2120296918,4,F,M1823072687,es_transportation,4.15,0,-1.3136428349943776,13,10103,1.088171134744027e-56,1.088171134744027e-56,1.001
16,C1141582476,2,F,M348934600,es_transportation,52.49,0,1.4609089729425593,4,6913,1.7634852216226325e-38,1.7634852216226325e-38,1.001
93,C2014438912,1,F,M1823072687,es_transportation,0.03,0,-1.550116840966661,5,10103,2.0256251354526757e-56,2.0256251354526757e-56,1.001
48,C1394931354,4,M,M1823072687,es_transportation,32.5,0,0.3135508711498541,10,10103,4.181067880486769e-56,4.181067880486769e-56,1.001
155,C1790426542,3,M,M85975013,es_food,88.12,0,1.9654306630713545,3,915,4.4851101306721306e-06,4.4851101306721306e-06,1.0009955148898693
139,C433139335,0,F,M1823072687,es_transportation,2.27,0,-1.4215484493700798,6,10103,1.9985683085439566e-56,1.9985683085439566e-56,1.001
113,C652001804,2,M,M855959430,es_hyper,43.94,0,0.0663663899855853,6,220,0.004320371557945592,0.004320371557945592,0.9966796284420544
175,C1359092613,4,F,M348934600,es_transportation,5.31,0,-1.247062775060434,5,6913,2.763296144259835e-39,2.763296144259835e-39,1.001
16,C334817037,3,M,M348934600,es_transportation,37.12,0,0.5787231788178028,6,6913,8.1983041457104e-39,8.1983041457104e-39,1.001
33,C201406562,3,M,M2011752106,es_hotelservices,7.04,0,-0.9046723217640462,1,10,0.03618304439892903,0.03618304439892903,0.964816955601071
124,C528985379,3,F,M1823072687,es_transportation,12.17,0,-0.8533220757959037,6,10103,2.8893394909116894e-56,2.8893394909116894e-56,1.001
26,C993553940,2,M,M348934600,es_transportation,36.65,0,0.5517467752238773,11,6913,4.9639083724123e-39,4.9639083724123e-39,1.001
37,C1233238493,2,F,M348934600,es_transportation,6.5,0,-1.17876081702475,7,6913,2.379847380820339e-39,2.379847380820339e-39,1.001
32,C1275518867,5,F,M151143676,es_barsandrestaurants,49.74,1,0.104687435764028,13,196,0.003250673419982441,0.003250673419982441,0.9977493265800176
56,C1140809068,3,F,M348934600,es_transportation,60.0,0,1.8919574644114547,7,6913,1.744317783936676e-38,1.744317783936676e-38,1.001
16,C47652503,5,F,M348934600,es_transportation,5.86,0,-1.2154946431952018,9,6913,1.9146099658329988e-39,1.9146099658329988e-39,1.001
90,C1091680547,4,M,M85975013,es_food,0.12,0,-1.427943318834939,5,915,2.724858104655314e-07,2.724858104655314e-07,1.0009997275141895
119,C962830776,2,M,M1823072687,es_transportation,29.26,0,0.1275858761619419,5,10103,6.014479803515556e-56,6.014479803515556e-56,1.001
134,C1341583263,2,M,M348934600,es_transportation,17.07,0,-0.572078719178382,4,6913,4.716747971374877e-39,4.716747971374877e-39,1.001
144,C588719767,2,M,M1823072687,es_transportation,32.85,0,0.3336396823368199,4,10103,7.573684961135283e-56,7.573684961135283e-56,1.001
164,C2090486181,4,M,M1823072687,es_transportation,37.59,0,0.6056995824117287,8,10103,6.133536745086991e-56,6.133536745086991e-56,1.001
113,C88392294,5,M,M1823072687,es_transportation,29.88,0,0.1631717702645669,7,10103,5.071110145879178e-56,5.071110145879178e-56,1.001
41,C75208519,2,M,M1823072687,es_transportation,35.86,0,0.5064034585447259,8,10103,5.750921897912096e-56,5.750921897912096e-56,1.001
14,C299858046,2,F,M348934600,es_transportation,47.23,0,1.1590028391041585,6,6913,1.1945359660636654e-38,1.1945359660636654e-38,1.001
167,C1655680166,3,M,M1823072687,es_transportation,1.58,0,-1.461152105710098,3,10103,2.6046073054949513e-56,2.6046073054949513e-56,1.001
165,C616528518,4,F,M1823072687,es_transportation,44.89,0,1.0246947871684442,9,10103,7.306162728704634e-56,7.306162728704634e-56,1.001
111,C1050458046,6,M,M1823072687,es_transportation,12.3,0,-0.8458605173550305,6,10103,2.9033582573223106e-56,2.9033582573223106e-56,1.001
147,C30374753,6,F,M348934600,es_transportation,7.37,0,-1.128825772074292,9,6913,2.0253332521115324e-39,2.0253332521115324e-39,1.001
111,C1126297464,2,F,M85975013,es_food,96.06,0,2.271605542802445,6,915,4.243832317049001e-06,4.243832317049001e-06,1.000995756167683
136,C1230747575,3,M,M1823072687,es_transportation,31.02,0,0.2286038981306842,9,10103,4.359294771660477e-56,4.359294771660477e-56,1.001
13,C1464489812,4,M,M1888755466,es_otherservices,41.08,1,-0.7774423971206136,2,30,0.04330056429110764,0.04330056429110764,0.9576994357088924
85,C1242334684,2,M,M348934600,es_transportation,55.21,0,1.6170277341669794,8,6913,1.3246857312160487e-38,1.3246857312160487e-38,1.001
151,C1127607634,3,M,M1823072687,es_transportation,21.58,0,-0.3132200378834797,5,10103,4.518716826118073e-56,4.518716826118073e-56,1.001
76,C1637529334,2,M,M1823072687,es_transportation,20.24,0,-0.3901314864278631,6,10103,3.9020037568044686e-56,3.9020037568044686e-56,1.001
129,C784005201,4,M,M85975013,es_food,30.51,0,-0.2560724630379816,10,915,4.131203152883568e-07,4.131203152883568e-07,1.0009995868796846
115,C608547225,2,F,M85975013,es_food,38.12,0,0.0373772642609602,7,915,6.921112413916919e-07,6.921112413916919e-07,1.0009993078887585
130,C438957460,4,M,M85975013,es_food,19.13,0,-0.6948974166072274,8,915,3.5790553123988634e-07,3.5790553123988634e-07,1.0009996420944687
72,C95715318,1,F,M348934600,es_transportation,22.56,0,-0.2569713665599754,7,6913,4.3274668911054806e-39,4.3274668911054806e-39,1.001
98,C1278181986,2,F,M348934600,es_transportation,16.25,0,-0.6191439339592735,10,6913,2.5587208985787564e-39,2.5587208985787564e-39,1.001
101,C625569664,4,F,M1823072687,es_transportation,36.11,0,0.5207526093925586,6,10103,7.045309817935646e-56,7.045309817935646e-56,1.001
59,C878904462,2,F,M1823072687,es_transportation,2.88,0,-1.386536521301368,4,10103,2.4814338280360825e-56,2.4814338280360825e-56,1.001
51,C1079254393,1,F,M348934600,es_transportation,18.11,0,-0.512386251651398,5,6913,4.450399573534116e-39,4.450399573534116e-39,1.001
142,C1551572984,3,M,M1823072687,es_transportation,36.07,0,0.5184567452569054,5,10103,7.75020903500608e-56,7.75020903500608e-56,1.001
82,C2041218422,3,M,M1946091778,es_wellnessandbeauty,10.24,0,-0.935236607988665,6,175,0.0031272327308960947,0.0031272327308960947,0.9978727672691039
171,C1350082938,3,M,M1823072687,es_transportation,0.59,0,-1.5179747430675157,3,10103,2.510350117915955e-56,2.510350117915955e-56,1.001
46,C60351691,2,F,M348934600,es_transportation,35.69,0,0.4966460359681995,16,6913,2.9512116468327684e-39,2.9512116468327684e-39,1.001
102,C1304286493,1,M,M85975013,es_food,46.41,0,0.3570485177837235,3,915,1.3034215319899924e-06,1.3034215319899924e-06,1.0009986965784679
47,C509860014,6,F,M348934600,es_transportation,13.75,0,-0.7626354424376007,10,6913,2.3313033120751888e-39,2.3313033120751888e-39,1.001
33,C1965017830,5,M,M1823072687,es_transportation,28.48,0,0.0828165255167037,8,10103,4.3692351744685215e-56,4.3692351744685215e-56,1.001
102,C1905402681,1,M,M1823072687,es_transportation,14.71,0,-0.707534703181923,7,10103,2.8827659838236105e-56,2.8827659838236105e-56,1.001
107,C85388733,3,F,M1823072687,es_transportation,35.28,0,0.4731134285777541,4,10103,8.290858361057469e-56,8.290858361057469e-56,1.001
19,C1122835446,2,F,M1823072687,es_transportation,21.28,0,-0.3304390189008788,6,10103,4.0560576917660415e-56,4.0560576917660415e-56,1.001
146,C821630606,1,F,M1823072687,es_transportation,42.76,0,0.9024400219449092,6,10103,9.024606962318675e-56,9.024606962318675e-56,1.001
155,C849342403,3,F,M348934600,es_transportation,17.89,0,-0.5250135043974907,6,6913,4.006651555075986e-39,4.006651555075986e-39,1.001
116,C864252220,3,F,M1823072687,es_transportation,44.38,0,0.9954225194388656,4,10103,1.16343828096307e-55,1.16343828096307e-55,1.001
160,C114388565,4,M,M1823072687,es_transportation,8.12,0,-1.0857783195307935,8,10103,2.047346078337322e-56,2.047346078337322e-56,1.001
71,C876944738,2,F,M1823072687,es_transportation,44.76,0,1.0172332287275712,8,10103,8.010274377548759e-56,8.010274377548759e-56,1.001
169,C1609425799,1,F,M1823072687,es_transportation,42.46,0,0.8852210409275101,2,10103,1.3146732494454615e-55,1.3146732494454615e-55,1.001
152,C864134074,4,F,M1823072687,es_transportation,45.55,0,1.0625765454067224,6,10103,1.0012479318442844e-55,1.0012479318442844e-55,1.001
124,C2049000934,5,M,M1823072687,es_transportation,36.96,0,0.56953972227519,8,10103,5.991341701770897e-56,5.991341701770897e-56,1.001
85,C546957379,5,M,M348934600,es_transportation,7.43,0,-1.125381975870812,8,6913,2.2362830844092838e-39,2.2362830844092838e-39,1.001
123,C1049562739,3,M,M1823072687,es_transportation,1.61,0,-1.4594302076083585,6,10103,1.9500557371385733e-56,1.9500557371385733e-56,1.001
31,C427983732,4,F,M348934600,es_transportation,32.8,0,0.3307698521672532,5,6913,7.690086521789319e-39,7.690086521789319e-39,1.001
147,C696052681,2,F,M1823072687,es_transportation,20.45,0,-0.3780781997156836,8,10103,3.2401349424912734e-56,3.2401349424912734e-56,1.001
115,C1105086283,1,F,M1823072687,es_transportation,9.46,0,-1.0088668709864104,7,10103,2.3709298477574576e-56,2.3709298477574576e-56,1.001
121,C1056640661,2,F,M1823072687,es_transportation,30.09,0,0.1752250569767465,7,10103,5.110915150657546e-56,5.110915150657546e-56,1.001
132,C1072577677,3,F,M1823072687,es_transportation,7.73,0,-1.1081629948534129,11,10103,1.5090539848686922e-56,1.5090539848686922e-56,1.001
147,C2090486181,4,M,M1823072687,es_transportation,28.24,0,0.0690413407027842,8,10103,4.330366997498786e-56,4.330366997498786e-56,1.001
132,C1047374909,6,F,M1823072687,es_transportation,48.93,0,1.2565770648694212,4,10103,1.3782096175263496e-55,1.3782096175263496e-55,1.001
151,C487569403,2,M,M1823072687,es_transportation,6.28,0,-1.1913880697708428,8,10103,1.9117852084601389e-56,1.9117852084601389e-56,1.001
56,C1718591511,5,M,M1823072687,es_transportation,39.09,0,0.6917944874987251,5,10103,8.672529225812555e-56,8.672529225812555e-56,1.001
171,C249282739,4,M,M1823072687,es_transportation,12.58,0,-0.829789468405458,6,10103,2.9337839728331387e-56,2.9337839728331387e-56,1.001
21,C1780497356,3,F,M348934600,es_transportation,13.85,0,-0.7568957820984678,3,6913,4.609316086174277e-39,4.609316086174277e-39,1.001
120,C1797237747,3,M,M1823072687,es_transportation,42.66,0,0.896700361605776,10,10103,6.103386961092681e-56,6.103386961092681e-56,1.001
