step,customer,age,gender,merchant,category,amount,fraud,amount_zscore,customer_tx_count,merchant_tx_count
127,C210584188,4,M,M1946091778,es_wellnessandbeauty,41.13,0,-0.3898162656536562,8,175
137,C879260717,2,M,M348934600,es_transportation,13.63,0,-0.7695230348445604,3,6913
53,C19820082,5,F,M348934600,es_transportation,3.49,0,-1.351524593232656,5,6913
163,C830856919,6,M,M348934600,es_transportation,24.68,0,-0.13529056737035378,8,6913
14,C1316262830,1,F,M348934600,es_transportation,38.99,0,0.6860548271595919,7,6913
171,C34104097,1,F,M1823072687,es_transportation,34.36,0,0.42030855345772955,4,10103
111,C739589782,2,F,M1823072687,es_transportation,50.54,0,1.348985596329464,10,10103
48,C1214582637,2,F,M348934600,es_transportation,15.61,0,-0.6558777601297253,7,6913
152,C1731163929,2,F,M348934600,es_transportation,31.79,0,0.27279928274200904,7,6913
148,C956794113,3,F,M1823072687,es_transportation,27.95,0,0.052396325719298316,5,10103
106,C533940472,3,M,M348934600,es_transportation,21.36,0,-0.32584729062957246,2,6913
47,C842799656,1,F,M348934600,es_transportation,35.38,0,0.47885308891688727,4,6913
122,C636259913,1,M,M1823072687,es_transportation,43.3,0,0.9334341877762279,4,10103
99,C1085056650,1,F,M348934600,es_transportation,2.38,0,-1.4152348229970335,5,6913
33,C370861553,2,M,M1823072687,es_transportation,28.05,0,0.05813598605843149,6,10103
58,C1487982242,2,F,M348934600,es_transportation,31.21,0,0.23950925277503723,6,6913
96,C872112161,2,M,M85975013,es_food,87.57,0,1.9442220756844395,9,915
51,C11453786,3,M,M1823072687,es_transportation,42.87,0,0.9087536483179556,7,10103
104,C1591587046,3,M,M348934600,es_transportation,20.74,0,-0.3614331847321977,3,6913
136,C490558731,5,M,M1823072687,es_transportation,9.08,0,-1.030677580275116,9,10103
19,C1591008232,4,F,M348934600,es_transportation,15.85,0,-0.6421025753158058,7,6913
156,C2039473569,2,M,M1823072687,es_transportation,28.65,0,0.09257394809322993,12,10103
85,C835284421,2,F,M348934600,es_transportation,27.08,0,0.0024612807688403552,3,6913
6,C214836772,2,M,M855959430,es_hyper,28.7,0,-0.3352820438477552,8,220
68,C1338020899,3,M,M151143676,es_barsandrestaurants,81.46,0,0.8605368250697385,8,196
131,C835284421,2,F,M1823072687,es_transportation,2.6,0,-1.4026075702509404,3,10103
107,C1102464953,4,F,M1823072687,es_transportation,27.31,0,0.015662499548846492,7,10103
163,C1258454385,5,M,M1823072687,es_transportation,43.64,0,0.9529490329292806,7,10103
156,C639699427,3,M,M348934600,es_transportation,24.49,0,-0.14619592201470674,3,6913
88,C5079947,3,F,M1823072687,es_transportation,43.47,0,0.9431916103527542,7,10103
32,C735563623,3,F,M1823072687,es_transportation,10.53,0,-0.9474525053576864,5,10103
44,C299734038,5,F,M1823072687,es_transportation,62.95,0,2.061277444415881,5,10103
52,C382789952,3,M,M348934600,es_transportation,54.31,0,1.5653707911147816,6,6913
177,C393216567,5,F,M1823072687,es_transportation,35.13,0,0.46450393806905454,5,10103
34,C1769927077,2,F,M480139044,es_health,885.85,1,4.81623093314501,11,100
137,C692285338,4,F,M348934600,es_transportation,3.76,0,-1.3360275103169965,5,6913
148,C2123823248,4,F,M1823072687,es_transportation,11.9,0,-0.868819158711563,5,10103
101,C405168301,2,F,M1748431652,es_wellnessandbeauty,106.07,0,0.7568200901649087,1,7
65,C1538971214,2,F,M1823072687,es_transportation,31.3,0,0.244674947080257,2,10103
98,C707234445,2,M,M1823072687,es_transportation,25.34,0,-0.09740880913207536,10,10103
104,C1549322511,4,M,M1823072687,es_transportation,36.78,0,0.5592083336647505,5,10103
3,C597908249,3,F,M1823072687,es_transportation,32.08,0,0.28944429772549496,6,10103
175,C1440474435,2,M,M1823072687,es_transportation,43.06,0,0.9196590029623087,7,10103
156,C2120296918,4,F,M1416436880,es_tech,79.41,0,-0.3345805290415619,13,6
29,C1082732879,2,F,M348934600,es_transportation,38.52,0,0.6590784235656664,7,6913
40,C2075935351,U,E,M209847108,es_wellnessandbeauty,66.23,0,0.05337086910221054,7,127
34,C2100825064,2,F,M348934600,es_transportation,6.84,0,-1.1592459718716974,6,6913
160,C88392294,5,M,M1823072687,es_transportation,4.55,0,-1.2906841936378453,7,10103
54,C1807765388,3,F,M348934600,es_transportation,27.04,0,0.0001654166331871671,6,6913
123,C1335108214,3,M,M348934600,es_transportation,5.02,0,-1.2637077900439198,6,6913
126,C815064001,3,M,M348934600,es_transportation,77.19,0,2.8786050767084332,10,6913
128,C529135239,3,M,M348934600,es_transportation,27.03,0,-0.00040854940072602796,4,6913
121,C1745468920,2,F,M348934600,es_transportation,5.03,0,-1.2631338240100063,4,6913
56,C2002750382,1,F,M1053599405,es_health,146.07,0,0.029453656568382967,10,225
6,C1570165892,3,F,M348934600,es_transportation,35.53,0,0.48746257942558685,3,6913
57,C123366357,4,M,M348934600,es_transportation,12.65,0,-0.8257717061680647,5,6913
75,C1940951230,2,F,M1823072687,es_transportation,28.4,0,0.07822479724539719,10,10103
98,C1297329735,2,F,M348934600,es_transportation,37.42,0,0.5959421598352023,3,6913
77,C989321907,4,M,M1649169323,es_sportsandtoys,150.11,0,-0.33856353731894595,3,32
4,C490238464,3,M,M348934600,es_transportation,20.29,0,-0.38726165625829656,6,6913
143,C1202857292,3,F,M1823072687,es_transportation,1.4,0,-1.4714834943205377,5,10103
79,C746604092,3,F,M1823072687,es_transportation,39.28,0,0.7026998421430778,8,10103
71,C757950779,6,M,M1823072687,es_transportation,46.61,0,1.1234169450015334,7,10103
62,C1341517098,4,F,M1823072687,es_transportation,17.38,0,-0.5542857721270695,7,10103
131,C1386324281,2,M,M1823072687,es_transportation,30.42,0,0.19416593609588584,3,10103
138,C2046826424,2,F,M1823072687,es_transportation,1.21,0,-1.4823888489648904,2,10103
171,C222098023,3,M,M1823072687,es_transportation,25.69,0,-0.07731999794510946,7,10103
18,C1100289413,3,M,M1198415165,es_wellnessandbeauty,51.19,0,-0.21218827459214157,8,45
111,C1130259702,3,M,M348934600,es_transportation,10.42,0,-0.9537661317307329,5,6913
92,C442137737,5,M,M348934600,es_transportation,29.94,0,0.16661556646804698,5,6913
117,C474894075,4,F,M1823072687,es_transportation,53.62,0,1.525767134774763,5,10103
143,C341886098,5,M,M1823072687,es_transportation,37.0,0,0.5718355864108432,4,10103
97,C1160421902,3,M,M1823072687,es_transportation,31.15,0,0.23606545657155723,4,10103
51,C389387421,6,F,M1823072687,es_transportation,42.2,0,0.8702979240457642,2,10103
71,C399389739,4,F,M1823072687,es_transportation,30.26,0,0.18498247955327288,8,10103
45,C1033848759,4,M,M348934600,es_transportation,16.62,0,-0.597907190704481,3,6913
78,C619451848,2,F,M855959430,es_hyper,43.2,0,0.04686377574433401,6,220
155,C1404684380,5,F,M1823072687,es_transportation,45.58,0,1.0642984435084624,6,10103
133,C1499363341,5,M,M1823072687,es_transportation,46.1,0,1.0941446772719547,7,10103
97,C598089944,2,M,M348934600,es_transportation,0.8,0,-1.5059214563553363,5,6913
124,C214836772,2,M,M1823072687,es_transportation,2.9,0,-1.3853885892335414,8,10103
92,C1791903269,3,F,M1823072687,es_transportation,31.7,0,0.2676335884367893,10,10103
171,C15276068,2,M,M85975013,es_food,44.47,0,0.2822400459098803,11,915
98,C1350793893,1,M,M1823072687,es_transportation,10.82,0,-0.9308074903742004,5,10103
37,C114388565,4,M,M348934600,es_transportation,46.93,0,1.1417838580867592,8,6913
118,C173276320,2,F,M1823072687,es_transportation,9.57,0,-1.002553244613364,5,10103
159,C1741037105,1,F,M1823072687,es_transportation,26.19,0,-0.048621696249444,2,10103
154,C1408489165,2,M,M85975013,es_food,23.49,0,-0.526771160230961,3,915
113,C1385780363,4,F,M1823072687,es_transportation,48.55,0,1.2347663555807153,7,10103
95,C739658140,2,M,M348934600,es_transportation,39.38,0,0.708439502482211,6,6913
141,C2062758473,2,F,M348934600,es_transportation,38.64,0,0.665966015972626,5,6913
75,C441989517,3,F,M348934600,es_transportation,40.84,0,0.7922385434335542,4,6913
99,C2048375146,5,F,M1823072687,es_transportation,20.36,0,-0.3832438940209034,5,10103
96,C1756466427,4,M,M1823072687,es_transportation,19.47,0,-0.43432687103918793,6,10103
89,C1348957967,2,M,M1823072687,es_transportation,50.74,0,1.3604649170077303,7,10103
60,C432449092,5,M,M1823072687,es_transportation,31.47,0,0.2544323696567832,9,10103
151,C1274818444,5,F,M348934600,es_transportation,62.83,0,2.054389852008921,8,6913
133,C83204562,2,F,M1823072687,es_transportation,7.99,0,-1.093239877971667,5,10103
91,C1056476734,2,M,M1823072687,es_transportation,34.33,0,0.41858665535598955,8,10103
63,C2144163136,1,F,M1823072687,es_transportation,61.37,0,1.9705908110575776,9,10103
85,C1813956515,1,M,M348934600,es_transportation,17.65,0,-0.5387886892114102,8,6913
107,C2144562698,1,F,M1823072687,es_transportation,47.26,0,1.1607247372058984,5,10103
129,C1251749294,3,F,M1823072687,es_transportation,21.76,0,-0.30288864927304,5,10103
36,C1464030920,1,F,M348934600,es_transportation,56.41,0,1.6859036582365763,4,6913
102,C407936671,2,F,M1823072687,es_transportation,27.06,0,0.0013133487010137611,3,10103
139,C1807970113,4,F,M1823072687,es_transportation,50.79,0,1.3633347471772965,10,10103
164,C1730375460,2,F,M1823072687,es_transportation,40.65,0,0.781333188789201,8,10103
64,C227356089,2,F,M1823072687,es_transportation,1.5,0,-1.4657438339814046,4,10103
168,C168579211,3,F,M1823072687,es_transportation,12.8,0,-0.8171622156593651,10,10103
107,C71746980,1,M,M1823072687,es_transportation,43.71,0,0.9569667951666738,2,10103
113,C564489242,1,M,M1823072687,es_transportation,5.21,0,-1.2528024353995668,8,10103
39,C2087715408,3,F,M1823072687,es_transportation,57.43,0,1.744448193695734,4,10103
123,C1332125345,2,F,M1946091778,es_wellnessandbeauty,28.37,0,-0.6151177732028537,3,175
101,C2100825064,2,F,M1823072687,es_transportation,20.67,0,-0.3654509469695907,6,10103
162,C295362058,4,M,M1823072687,es_transportation,33.94,0,0.3962019800333705,7,10103
30,C2000956624,4,M,M1823072687,es_transportation,2.61,0,-1.4020336042170274,9,10103
139,C1215440829,U,E,M348934600,es_transportation,38.46,0,0.6556346273621865,5,6913
123,C822689044,2,M,M1823072687,es_transportation,50.52,0,1.3478376642616374,11,10103
161,C868061193,3,F,M1823072687,es_transportation,30.92,0,0.2228642377915513,6,10103
156,C115986226,2,F,M85975013,es_food,32.8,0,-0.1677676173724657,5,915
156,C122290547,3,M,M85975013,es_food,32.73,0,-0.17046689213080027,8,915
166,C359363895,6,M,M1823072687,es_transportation,15.39,0,-0.668505012875818,8,10103
153,C1715139,4,M,M348934600,es_transportation,4.58,0,-1.2889622955361053,5,6913
53,C2113973089,2,F,M1823072687,es_transportation,13.33,0,-0.7867420158619598,6,10103
121,C1343106500,4,F,M348934600,es_transportation,19.1,0,-0.45556361429398023,4,6913
152,C320158645,2,M,M1535107174,es_wellnessandbeauty,19.47,0,-0.7722638090326233,5,59
50,C765155274,1,F,M1823072687,es_transportation,25.93,0,-0.06354481313119012,5,10103
7,C1973203074,4,F,M348934600,es_transportation,3.27,0,-1.364151845978749,4,6913
72,C857032107,3,M,M1823072687,es_transportation,38.92,0,0.6820370649221987,2,10103
86,C998690782,2,M,M348934600,es_transportation,34.14,0,0.40768130071163683,8,6913
25,C1545341907,4,F,M1823072687,es_transportation,33.94,0,0.3962019800333705,5,10103
96,C125481968,1,M,M348934600,es_transportation,25.67,0,-0.07846793001293605,7,6913
17,C1508373758,3,M,M348934600,es_transportation,15.16,0,-0.6817062316558241,5,6913
161,C1994736634,4,F,M1823072687,es_transportation,6.93,0,-1.1540802775664778,10,10103
10,C262282046,3,F,M348934600,es_transportation,31.13,0,0.23491752450373063,7,6913
127,C1354768768,1,F,M348934600,es_transportation,23.67,0,-0.1932611367955979,4,6913
81,C1470676414,2,F,M348934600,es_transportation,9.91,0,-0.9830383994603115,6,6913
170,C1421601814,2,F,M1823072687,es_transportation,54.5,0,1.5762761457591343,12,10103
71,C1089903335,3,M,M348934600,es_transportation,22.55,0,-0.2575453325938886,7,6913
32,C639532055,4,F,M348934600,es_transportation,9.46,0,-1.0088668709864104,4,6913
56,C2027631548,2,F,M980657600,es_sportsandtoys,218.99,1,-0.04048776081543096,3,57
36,C1123627503,0,F,M1600850729,es_fashion,92.26,0,0.715771401560271,6,101
70,C607521473,2,M,M1823072687,es_transportation,5.24,0,-1.251080537297827,6,10103
11,C1320820565,2,F,M348934600,es_transportation,61.41,0,1.972886675193231,6,6913
136,C1130259702,3,M,M78078399,es_wellnessandbeauty,58.21,0,-0.08823713172416604,5,55
169,C742560751,2,F,M1823072687,es_transportation,59.46,0,1.8609632985801356,5,10103
25,C267593624,1,F,M348934600,es_transportation,59.98,0,1.8908095323436276,5,6913
127,C1368070837,2,F,M85975013,es_food,29.5,0,-0.2950191416939516,9,915
138,C1753498738,3,F,M1416436880,es_tech,109.77,0,-0.07213833558508055,8,6
18,C1092512638,3,F,M348934600,es_transportation,4.51,0,-1.2929800577734984,8,6913
47,C885555910,5,F,M349281107,es_fashion,102.78,0,0.9472102809554499,6,101
75,C423250256,4,F,M348934600,es_transportation,15.78,0,-0.6461203375531991,3,6913
166,C1472579779,2,M,M1823072687,es_transportation,13.15,0,-0.7970734044723993,8,10103
172,C835705223,3,F,M1823072687,es_transportation,37.63,0,0.6079954465473818,8,10103
130,C271457213,4,F,M348934600,es_transportation,12.59,0,-0.8292155023715446,4,6913
163,C1450354557,3,F,M348934600,es_transportation,36.49,0,0.5425633186812646,7,6913
144,C44151986,1,F,M1823072687,es_transportation,8.5,0,-1.063967610242088,3,10103
136,C2101882723,1,F,M1823072687,es_transportation,23.28,0,-0.21564581211821698,4,10103
137,C531724764,4,F,M1823072687,es_transportation,17.77,0,-0.5319010968044505,7,10103
33,C22920054,3,M,M348934600,es_transportation,18.12,0,-0.5118122856174846,6,6913
69,C2005297705,3,M,M1823072687,es_transportation,18.94,0,-0.4647470708365932,6,10103
92,C168579211,3,F,M1823072687,es_transportation,9.57,0,-1.002553244613364,10,10103
24,C294914134,2,F,M348934600,es_transportation,25.08,0,-0.1123319260138215,5,6913
2,C784046647,2,M,M1535107174,es_wellnessandbeauty,28.71,0,-0.6091144414969974,2,59
179,C1791903269,3,F,M1823072687,es_transportation,58.01,0,1.7777382236627057,10,10103
84,C1059534096,3,M,M85975013,es_food,15.55,0,-0.8329460399620514,10,915
44,C1777674460,2,F,M1823072687,es_transportation,15.45,0,-0.6650612166723382,5,10103
60,C39858251,5,F,M1823072687,es_transportation,32.66,0,0.3227343276924668,7,10103
109,C894687005,5,M,M1823072687,es_transportation,8.76,0,-1.049044493360342,9,10103
112,C1977646698,3,F,M348934600,es_transportation,19.8,0,-0.41538599192004866,6,6913
175,C10263180,3,F,M348934600,es_transportation,14.52,0,-0.718440057826276,9,6913
150,C333991833,2,M,M1823072687,es_transportation,31.06,0,0.23089976226633746,4,10103
46,C1073155388,2,M,M1823072687,es_transportation,1.33,0,-1.4755012565579309,6,10103
109,C2005372528,6,M,M1823072687,es_transportation,24.08,0,-0.16972852940515243,10,10103
138,C1230747575,3,M,M1823072687,es_transportation,40.23,0,0.7572266153648419,9,10103
153,C2026269026,3,M,M1823072687,es_transportation,0.7,0,-1.5116611166944693,9,10103
118,C347453747,5,F,M1823072687,es_transportation,49.16,0,1.2697782836494271,7,10103
7,C290487175,5,M,M1823072687,es_transportation,43.84,0,0.964428353607547,2,10103
8,C1760492708,1,F,M1823072687,es_transportation,44.52,0,1.003458043913652,10,10103
144,C999723254,2,M,M1823072687,es_transportation,47.3,0,1.1630206013415516,5,10103
151,C2094478222,4,F,M348934600,es_transportation,29.18,0,0.12299414789063538,7,6913
84,C1723897078,2,F,M1823072687,es_transportation,27.49,0,0.025993888159286042,10,10103
73,C2049382420,3,M,M1823072687,es_transportation,21.43,0,-0.32182952839217926,6,10103
51,C1160118068,2,M,M85975013,es_food,37.44,0,0.011155738037138858,6,915
142,C2084449024,4,F,M1823072687,es_transportation,33.92,0,0.39505404796554405,9,10103
32,C830053540,3,F,M348934600,es_transportation,5.04,0,-1.2625598579760933,5,6913
155,C1374011975,2,M,M1823072687,es_transportation,46.14,0,1.096440541407608,6,10103
144,C732771224,4,F,M1946091778,es_wellnessandbeauty,57.79,0,-0.09565301206669452,3,175
3,C1803364571,5,M,M151143676,es_barsandrestaurants,37.91,0,-0.17720721352621666,9,196
156,C190128751,2,F,M1823072687,es_transportation,23.16,0,-0.22253340452517675,8,10103
16,C1687751654,3,M,M348934600,es_transportation,49.76,0,1.3042162456842257,3,6913
46,C1622415837,2,F,M1823072687,es_transportation,22.65,0,-0.25180567225475564,8,10103
36,C1614239388,2,M,M1823072687,es_transportation,42.75,0,0.901866055910996,5,10103
87,C1222389110,3,M,M348934600,es_transportation,47.6,0,1.180239582358951,8,6913
68,C1762043633,4,F,M348934600,es_transportation,27.24,0,0.011644737311453312,3,6913
134,C779872024,3,M,M348934600,es_transportation,28.67,0,0.09372188016105672,5,6913
167,C396866523,3,F,M1823072687,es_transportation,37.5,0,0.6005338881065087,2,10103
47,C1840158336,2,F,M348934600,es_transportation,24.38,0,-0.1525095483877531,7,6913
44,C1788358708,2,F,M348934600,es_transportation,4.27,0,-1.306755242587418,4,6913
144,C430880678,2,M,M1823072687,es_transportation,7.46,0,-1.1236600777690722,10,10103
165,C1088464518,2,F,M151143676,es_barsandrestaurants,20.66,0,-0.5882539337507913,4,196
142,C262282046,3,F,M1823072687,es_transportation,34.37,0,0.42088251949164274,7,10103
68,C83651461,2,F,M348934600,es_transportation,40.76,0,0.7876468151622474,5,6913
104,C1456029725,3,M,M348934600,es_transportation,35.3,0,0.4742613606455805,11,6913
20,C341886098,5,M,M348934600,es_transportation,6.14,0,-1.199423594245629,4,6913
148,C59433821,4,M,M1823072687,es_transportation,24.55,0,-0.14275212581122673,6,10103
22,C2126436338,1,F,M348934600,es_transportation,35.23,0,0.4702435984081873,7,6913
27,C11453786,3,M,M85975013,es_food,2.75,0,-1.3265277100575124,7,915
92,C509860014,6,F,M1823072687,es_transportation,34.17,0,0.40940319881337683,10,10103
178,C1354799046,3,M,M855959430,es_hyper,28.33,0,-0.3450333509683809,7,220
150,C1994178184,4,M,M348934600,es_transportation,20.28,0,-0.38783562229220975,4,6913
8,C1844076143,2,M,M1823072687,es_transportation,45.73,0,1.0729079340171621,4,10103
105,C954150626,6,F,M1823072687,es_transportation,51.6,0,1.4098259959242747,8,10103
169,C276142295,3,M,M1823072687,es_transportation,5.39,0,-1.2424710467891273,3,10103
146,C785603838,5,M,M1823072687,es_transportation,50.28,0,1.334062479447718,6,10103
136,C1713848243,2,F,M1823072687,es_transportation,20.12,0,-0.39701907883482274,7,10103
130,C1597977404,2,F,M1053599405,es_health,120.68,0,-0.13483339505815534,8,225
23,C2095429384,2,F,M1823072687,es_transportation,36.31,0,0.532231930070825,7,10103
170,C655866157,5,M,M348934600,es_transportation,52.92,0,1.4855895124008316,7,6913
130,C1990341771,4,F,M1823072687,es_transportation,1.79,0,-1.4490988189979186,5,10103
69,C1013313546,2,F,M348934600,es_transportation,9.83,0,-0.9876301277316178,9,6913
178,C3977999,3,M,M348934600,es_transportation,34.83,0,0.447284957051655,6,6913
120,C1396904959,3,M,M1823072687,es_transportation,47.69,0,1.1854052766641707,8,10103
40,C128812892,2,F,M85975013,es_food,47.86,0,0.412962066349225,6,915
151,C227356089,2,F,M980657600,es_sportsandtoys,302.5,1,0.32089882594137126,4,57
98,C1612748385,2,F,M1823072687,es_transportation,2.78,0,-1.392276181640501,9,10103
15,C2039473569,2,M,M348934600,es_transportation,43.16,0,0.9253986633014415,12,6913
118,C1269635185,2,M,M1823072687,es_transportation,15.12,0,-0.6840020957914774,6,10103
148,C648063518,3,M,M1823072687,es_transportation,44.14,0,0.981647334624946,10,10103
50,C1054818236,3,M,M348934600,es_transportation,60.55,0,1.9235255962766866,3,6913
75,C1082462651,3,F,M1823072687,es_transportation,26.18,0,-0.049195662283357394,8,10103
149,C48179336,1,F,M1823072687,es_transportation,27.48,0,0.02541992212537285,4,10103
30,C380412694,1,M,M1823072687,es_transportation,46.29,0,1.1050500319163075,10,10103
23,C1224153830,4,F,M348934600,es_transportation,5.73,0,-1.2229562016360747,11,6913
10,C1341517098,4,F,M348934600,es_transportation,35.02,0,0.45819031169600816,7,6913
145,C1205257074,1,F,M349281107,es_fashion,59.09,0,-0.013965065125858833,8,101
172,C698358493,4,M,M85975013,es_food,46.46,0,0.358976571182534,7,915
96,C58668191,3,F,M348934600,es_transportation,14.74,0,-0.7058128050801832,3,6913
15,C285984841,3,M,M1823072687,es_transportation,60.32,0,1.9103243774966803,8,10103
154,C58432631,2,F,M855959430,es_hyper,8.73,0,-0.8615890795204459,4,220
96,C1343106500,4,F,M1823072687,es_transportation,6.58,0,-1.1741690887534435,4,10103
69,C1236509536,4,F,M1823072687,es_transportation,6.45,0,-1.1816306471943165,7,10103
116,C944695695,2,F,M348934600,es_transportation,27.22,0,0.010496805243626717,1,6913
55,C1453275851,3,F,M1823072687,es_transportation,40.38,0,0.7658361058735419,10,10103
65,C72452640,2,F,M1823072687,es_transportation,5.37,0,-1.2436189788569538,14,10103
42,C1092769857,5,F,M1823072687,es_transportation,16.96,0,-0.5783923455514285,6,10103
11,C1589138432,4,M,M348934600,es_transportation,54.24,0,1.5613530288773885,2,6913
10,C362857866,3,F,M348934600,es_transportation,4.23,0,-1.3090511067230712,7,6913
75,C1983995504,2,F,M1823072687,es_transportation,9.99,0,-0.9784466711890052,6,10103
179,C1610565169,4,M,M85975013,es_food,67.02,0,1.151792128773368,8,915
16,C2042503226,2,F,M348934600,es_transportation,15.55,0,-0.6593215563332051,3,6913
89,C447509116,3,M,M348934600,es_transportation,2.61,0,-1.4020336042170274,11,6913
138,C78938440,3,M,M1823072687,es_transportation,1.67,0,-1.4559864114048784,6,10103
59,C20239039,2,F,M1823072687,es_transportation,43.2,0,0.9276945274370951,3,10103
0,C181111540,2,F,M348934600,es_transportation,70.27,0,2.481420581240423,6,6913
179,C1969886762,4,M,M1823072687,es_transportation,10.73,0,-0.9359731846794201,5,10103
62,C851871528,1,F,M1823072687,es_transportation,5.38,0,-1.2430450128230406,6,10103
95,C1663641926,6,F,M1823072687,es_transportation,16.16,0,-0.6243096282644932,5,10103
84,C207575907,6,M,M348934600,es_transportation,33.87,0,0.3921842177959773,9,6913
165,C1075692577,3,M,M1823072687,es_transportation,33.46,0,0.3686516104055318,6,10103
130,C1605642067,1,M,M1053599405,es_health,185.48,0,0.28445770164919737,7,225
147,C1561544871,1,M,M1823072687,es_transportation,37.88,0,0.6223445973952146,5,10103
109,C963460752,3,M,M348934600,es_transportation,47.71,0,1.1865532087319974,6,6913
77,C1960297159,2,F,M1823072687,es_transportation,4.53,0,-1.2918321257056717,3,10103
143,C939735585,3,F,M348934600,es_transportation,22.3,0,-0.27189448344172135,10,6913
27,C1723897078,2,F,M348934600,es_transportation,0.5,0,-1.5231404373727355,10,6913
22,C603564532,1,M,M1823072687,es_transportation,37.02,0,0.57298351847867,9,10103
131,C1069648311,2,M,M1649169323,es_sportsandtoys,160.16,1,-0.2950725159214384,7,32
174,C1196808546,2,F,M1823072687,es_transportation,34.96,0,0.4547465154925282,3,10103
72,C203163727,5,F,M348934600,es_transportation,30.61,0,0.20507129074023858,9,6913
163,C338406777,3,F,M1823072687,es_transportation,9.22,0,-1.0226420558003297,12,10103
110,C1143300850,1,F,M348934600,es_transportation,60.14,0,1.899992988886241,4,6913
77,C430880678,2,M,M348934600,es_transportation,8.54,0,-1.0616717461064349,10,6913
96,C335592096,4,M,M1823072687,es_transportation,15.25,0,-0.6765405373506044,4,10103
14,C1454930581,0,M,M348934600,es_transportation,5.49,0,-1.2367313864499943,6,6913
159,C1991820533,5,M,M1823072687,es_transportation,12.64,0,-0.8263456722019781,7,10103
110,C1904416498,4,F,M1823072687,es_transportation,60.45,0,1.9177859359375538,8,10103
62,C899895612,4,M,M348934600,es_transportation,17.41,0,-0.5525638740253296,5,6913
137,C1209838312,2,M,M1823072687,es_transportation,10.22,0,-0.9652454524089988,8,10103
41,C1513653440,4,M,M348934600,es_transportation,40.62,0,0.779611290687461,4,6913
33,C951578955,2,M,M348934600,es_transportation,42.29,0,0.8754636183509837,4,6913
92,C1723897078,2,F,M855959430,es_hyper,29.59,0,-0.31182619699003383,10,220
22,C2005297705,3,M,M348934600,es_transportation,54.31,0,1.5653707911147816,6,6913
125,C135434041,4,F,M1823072687,es_transportation,29.48,0,0.1402131289080347,7,10103
2,C1349086787,3,M,M348934600,es_transportation,21.07,0,-0.3424923056130584,6,6913
174,C1569939854,6,F,M1053599405,es_health,94.13,0,-0.3066262749590847,5,225
173,C76969430,2,M,M45060432,es_hotelservices,65.86,0,-0.6682232261990346,6,15
51,C270217031,3,F,M1823072687,es_transportation,29.72,0,0.15398831372195404,7,10103
148,C1028143403,3,M,M1823072687,es_transportation,2.19,0,-1.4261401776413862,4,10103
74,C819131219,4,M,M348934600,es_transportation,9.19,0,-1.0243639539020697,5,6913
133,C404536294,3,F,M1823072687,es_transportation,0.72,0,-1.5105131846266429,10,10103
111,C576453501,4,M,M1823072687,es_transportation,18.18,0,-0.5083684894140048,5,10103
84,C798657650,3,M,M348934600,es_transportation,17.98,0,-0.519847810092271,4,6913
80,C883803148,1,F,M85975013,es_food,3.03,0,-1.315730611024174,6,915
146,C1536088502,1,M,M1823072687,es_transportation,24.82,0,-0.1272550428955674,4,10103
34,C1549367339,4,F,M348934600,es_transportation,11.11,0,-0.9141624753907145,6,6913
94,C1556912476,3,F,M348934600,es_transportation,57.8,0,1.7656849369505263,5,6913
156,C949023995,3,M,M348934600,es_transportation,37.41,0,0.5953681938012887,4,6913
125,C1126112663,4,M,M348934600,es_transportation,26.7,0,-0.01934942851986534,4,6913
57,C398651508,4,F,M1823072687,es_transportation,50.83,0,1.3656306113129497,11,10103
74,C1670779713,2,M,M348934600,es_transportation,12.25,0,-0.8487303475245972,6,6913
30,C156162339,2,F,M1823072687,es_transportation,16.49,0,-0.6053687491453541,9,10103
82,C1541237057,2,F,M348934600,es_transportation,35.9,0,0.5086993226803791,5,6913
18,C299858046,2,F,M348934600,es_transportation,59.6,0,1.868998823054922,6,6913
177,C1273015960,2,M,M1053599405,es_health,105.46,0,-0.23331503845145649,3,225
38,C899895612,4,M,M348934600,es_transportation,48.73,0,1.2450977441911548,5,6913
111,C1760492708,1,F,M1823072687,es_transportation,16.03,0,-0.6317711867053663,10,10103
152,C808326652,U,E,M1053599405,es_health,148.39,0,0.04446531311716469,8,225
37,C1362863442,2,F,M348934600,es_transportation,41.37,0,0.8226587432309592,12,6913
41,C328208842,3,F,M85975013,es_food,35.39,0,-0.06789445131408718,4,915
136,C337165520,2,F,M1823072687,es_transportation,30.62,0,0.205645256774152,4,10103
131,C1817842389,5,M,M348934600,es_transportation,2.8,0,-1.3911282495726744,4,6913
148,C1035681921,1,M,M1823072687,es_transportation,36.49,0,0.5425633186812646,13,10103
132,C1643168823,1,F,M1823072687,es_transportation,9.71,0,-0.9945177201385776,7,10103
150,C1273692645,3,M,M1823072687,es_transportation,9.15,0,-1.0266598180377229,3,10103
152,C459123820,2,M,M1823072687,es_transportation,4.22,0,-1.3096250727569845,5,10103
95,C297351696,1,M,M348934600,es_transportation,27.58,0,0.031159582464505817,5,6913
143,C240900578,1,M,M1823072687,es_transportation,9.4,0,-1.0123106671898903,6,10103
105,C1187702596,3,M,M1823072687,es_transportation,41.82,0,0.8484872147570584,6,10103
161,C1986046665,2,F,M1823072687,es_transportation,25.45,0,-0.09109518275902899,4,10103
34,C16723337,4,M,M1649169323,es_sportsandtoys,502.09,1,1.1846175285014258,1,32
