step,customer,age,gender,merchant,category,amount,fraud
32,C1606614105,4,M,M348934600,es_transportation,53.67,0
159,C879614402,1,M,M1823072687,es_transportation,18.53,0
173,C20274793,3,F,M1823072687,es_transportation,40.99,0
103,C1110919755,1,F,M1823072687,es_transportation,40.02,0
102,C885555910,5,F,M348934600,es_transportation,5.28,0
154,C49915499,4,M,M1823072687,es_transportation,24.54,0
42,C152830802,2,F,M348934600,es_transportation,26.9,0
100,C2126436338,1,F,M1053599405,es_health,107.39,0
41,C1703739582,4,F,M348934600,es_transportation,3.43,0
50,C235542568,2,M,M348934600,es_transportation,12.62,0
167,C334817037,3,M,M1823072687,es_transportation,8.07,0
84,C630392370,3,F,M1823072687,es_transportation,37.79,0
52,C1129461636,1,M,M348934600,es_transportation,15.18,0
153,C1035681921,1,M,M1823072687,es_transportation,51.88,0
8,C636259913,1,M,M348934600,es_transportation,41.93,0
18,C1457086535,2,M,M348934600,es_transportation,29.76,0
68,C550190826,3,F,M1823072687,es_transportation,12.06,0
2,C151715772,3,F,M348934600,es_transportation,4.77,0
127,C1045850211,3,M,M85975013,es_food,10.74,0
5,C1591008232,4,F,M348934600,es_transportation,29.25,0
177,C1050807234,6,F,M348934600,es_transportation,17.23,0
100,C531109799,5,F,M348934600,es_transportation,13.42,0
54,C1117294574,1,F,M348934600,es_transportation,1.25,0
73,C723217997,4,F,M348934600,es_transportation,19.84,0
143,C477595630,4,M,M1823072687,es_transportation,8.56,0
158,C1630697663,4,F,M1823072687,es_transportation,17.08,0
7,C269960003,1,M,M348934600,es_transportation,10.92,0
84,C1296664552,3,M,M348934600,es_transportation,32.41,0
136,C585299069,3,F,M1823072687,es_transportation,59.88,0
78,C347987512,2,F,M348934600,es_transportation,2.38,0
81,C416655198,2,F,M1823072687,es_transportation,36.28,0
110,C1034685704,2,F,M1823072687,es_transportation,55.94,0
124,C344248234,2,M,M348934600,es_transportation,13.6,0
177,C771874671,5,M,M348934600,es_transportation,37.99,0
27,C1638268213,3,M,M349281107,es_fashion,1.78,0
101,C1714676783,3,M,M209847108,es_wellnessandbeauty,33.75,0
97,C1367581052,4,M,M1823072687,es_transportation,1.82,0
60,C758849918,2,F,M348934600,es_transportation,45.63,0
35,C280778280,2,M,M1823072687,es_transportation,19.85,0
45,C1875710426,3,M,M1823072687,es_transportation,18.97,0
30,C1651213581,3,F,M348934600,es_transportation,38.56,0
119,C436675850,4,M,M1823072687,es_transportation,8.76,0
118,C1020355960,2,F,M1823072687,es_transportation,12.54,0
16,C47809392,3,M,M348934600,es_transportation,26.85,0
166,C1013199152,4,M,M1313686961,es_contents,38.52,0
57,C993553940,2,M,M348934600,es_transportation,14.51,0
2,C872112161,2,M,M348934600,es_transportation,18.64,0
96,C810569063,2,F,M1823072687,es_transportation,1.36,0
69,C2088008854,6,M,M348934600,es_transportation,9.71,0
74,C608547225,2,F,M348934600,es_transportation,26.72,0
128,C194859196,2,F,M1823072687,es_transportation,64.82,0
39,C1554037473,4,F,M1823072687,es_transportation,33.11,0
35,C1048588440,6,M,M1823072687,es_transportation,64.57,0
78,C332239974,5,M,M1823072687,es_transportation,17.29,0
136,C1570165892,3,F,M1823072687,es_transportation,18.32,0
45,C1354206365,2,M,M348934600,es_transportation,34.41,0
110,C1551083784,2,M,M1823072687,es_transportation,36.49,0
137,C1304286493,1,M,M1823072687,es_transportation,36.99,0
73,C725094717,3,F,M348934600,es_transportation,10.94,0
91,C1761085759,3,F,M1053599405,es_health,77.62,0
11,C386205251,2,F,M85975013,es_food,75.45,0
87,C2055009466,4,M,M1823072687,es_transportation,51.34,0
18,C1928005021,1,F,M348934600,es_transportation,38.53,0
93,C1887473486,2,F,M1823072687,es_transportation,48.72,0
45,C190128751,2,F,M348934600,es_transportation,15.7,0
168,C2082605784,3,M,M1823072687,es_transportation,11.72,0
151,C479535332,5,F,M1913465890,es_health,190.88,0
37,C1043677034,2,M,M78078399,es_wellnessandbeauty,42.45,0
173,C433139335,0,F,M1823072687,es_transportation,24.22,0
17,C346693029,4,F,M348934600,es_transportation,27.18,0
127,C1834864466,2,M,M1823072687,es_transportation,27.28,0
127,C1309027409,3,M,M1823072687,es_transportation,15.38,0
173,C1645276019,2,M,M1823072687,es_transportation,3.08,0
125,C1089903335,3,M,M1823072687,es_transportation,36.84,0
150,C351880818,1,M,M1053599405,es_health,185.45,0
155,C306839491,2,M,M1823072687,es_transportation,19.48,0
173,C775533998,2,F,M840466850,es_tech,80.74,0
113,C1060120913,1,M,M1823072687,es_transportation,16.7,0
16,C457497998,4,M,M1823072687,es_transportation,55.09,0
24,C383368009,4,F,M348934600,es_transportation,1.04,0
166,C642158646,6,F,M1823072687,es_transportation,25.26,0
4,C487569403,2,M,M348934600,es_transportation,35.24,0
60,C1555517201,6,F,M348934600,es_transportation,5.65,0
68,C854479209,2,F,M1823072687,es_transportation,22.21,0
125,C827822455,3,M,M1313686961,es_contents,84.49,0
7,C998690782,2,M,M1823072687,es_transportation,13.64,0
117,C164104645,5,F,M1823072687,es_transportation,24.9,0
169,C1756466427,4,M,M1823072687,es_transportation,23.31,0
160,C215334224,6,M,M348934600,es_transportation,16.54,0
138,C59912595,2,F,M1823072687,es_transportation,24.27,0
85,C741739992,2,F,M1823072687,es_transportation,9.95,0
94,C247656929,2,F,M348934600,es_transportation,44.1,0
28,C841956493,2,F,M1823072687,es_transportation,17.92,0
28,C650108285,4,F,M1823072687,es_transportation,39.01,0
62,C1509718305,1,M,M1823072687,es_transportation,15.01,0
90,C132520837,2,F,M480139044,es_health,226.7,0
113,C1871594117,1,M,M1823072687,es_transportation,10.65,0
51,C281893917,3,M,M1823072687,es_transportation,55.89,0
65,C938819633,1,M,M1823072687,es_transportation,16.38,0
89,C192974759,1,F,M85975013,es_food,22.63,0
34,C1187730955,3,M,M1053599405,es_health,127.46,0
19,C825622087,2,F,M348934600,es_transportation,37.98,0
11,C1777674460,2,F,M348934600,es_transportation,24.45,0
12,C56197730,2,M,M348934600,es_transportation,30.35,0
88,C274026379,0,F,M1823072687,es_transportation,26.86,0
80,C364273844,3,F,M1600850729,es_fashion,93.7,0
19,C1966686053,4,F,M348934600,es_transportation,16.52,0
108,C122290547,3,M,M85975013,es_food,19.52,0
77,C2143703121,5,F,M1823072687,es_transportation,57.65,0
55,C874212917,2,F,M1823072687,es_transportation,34.8,0
127,C2070292195,2,F,M1823072687,es_transportation,55.63,0
41,C1383337902,2,M,M348934600,es_transportation,28.16,0
7,C1390331883,2,F,M348934600,es_transportation,11.5,0
130,C653835530,2,M,M1823072687,es_transportation,7.9,0
50,C814878326,3,F,M348934600,es_transportation,41.87,0
142,C450584964,2,F,M348934600,es_transportation,2.58,0
167,C20274793,3,F,M1823072687,es_transportation,22.23,0
81,C900235765,2,F,M1823072687,es_transportation,15.08,0
100,C1643168823,1,F,M1823072687,es_transportation,25.22,0
13,C662187574,2,M,M348934600,es_transportation,13.82,0
48,C177123752,4,M,M1823072687,es_transportation,1.53,0
38,C195373250,3,M,M348934600,es_transportation,40.34,0
95,C560478089,3,F,M348934600,es_transportation,38.84,0
161,C746604092,3,F,M1823072687,es_transportation,2.79,0
26,C662396672,2,M,M1823072687,es_transportation,31.94,0
178,C1806072501,5,M,M1823072687,es_transportation,27.69,0
18,C2005372528,6,M,M348934600,es_transportation,2.28,0
46,C1187702596,3,M,M1823072687,es_transportation,35.16,0
1,C1121327223,2,F,M85975013,es_food,16.88,0
133,C1520545421,1,M,M1823072687,es_transportation,12.37,0
4,C1303226190,1,F,M348934600,es_transportation,21.1,0
28,C907777350,1,F,M1823072687,es_transportation,37.85,0
52,C510046708,6,F,M348934600,es_transportation,46.93,0
165,C290140685,3,F,M348934600,es_transportation,25.39,0
114,C1418322275,1,M,M1823072687,es_transportation,6.87,0
34,C1547534233,2,F,M1053599405,es_health,69.62,0
62,C1112424232,3,F,M1823072687,es_transportation,25.39,0
62,C1549232957,3,M,M348934600,es_transportation,33.05,0
3,C755108533,4,F,M348934600,es_transportation,10.23,0
88,C947156375,6,M,M348934600,es_transportation,17.23,0
161,C721654925,2,M,M348934600,es_transportation,28.41,0
65,C762614808,1,M,M1823072687,es_transportation,19.35,0
48,C777971561,2,F,M348934600,es_transportation,2.85,0
83,C32640811,3,M,M348934600,es_transportation,35.0,0
93,C2052617893,5,F,M348934600,es_transportation,45.05,0
122,C1816212551,1,F,M1823072687,es_transportation,27.53,0
115,C1433132752,3,M,M1823072687,es_transportation,18.18,0
107,C407936671,2,F,M1823072687,es_transportation,41.97,0
110,C1936493073,3,F,M1823072687,es_transportation,14.73,0
128,C346030769,5,F,M348934600,es_transportation,24.51,0
6,C1426006139,4,F,M348934600,es_transportation,28.26,0
160,C292682242,3,M,M1823072687,es_transportation,27.12,0
107,C1988407051,5,M,M348934600,es_transportation,20.5,0
157,C418638324,5,F,M1823072687,es_transportation,10.09,0
72,C1309403692,3,F,M348934600,es_transportation,10.62,0
64,C1530157952,2,F,M348934600,es_transportation,32.2,0
178,C1887326984,2,F,M1823072687,es_transportation,58.25,0
168,C1840158336,2,F,M1823072687,es_transportation,38.34,0
10,C480961011,3,M,M1823072687,es_transportation,68.67,0
1,C1937615372,4,F,M1823072687,es_transportation,17.36,0
115,C708968659,2,M,M348934600,es_transportation,0.55,0
161,C1902104464,6,F,M1823072687,es_transportation,17.2,0
60,C1102156492,4,M,M151143676,es_barsandrestaurants,49.1,0
124,C1838948302,1,M,M1823072687,es_transportation,40.36,0
25,C1476138873,5,F,M348934600,es_transportation,47.46,0
114,C1812702959,3,F,M855959430,es_hyper,53.94,0
112,C1214929092,3,M,M348934600,es_transportation,34.96,0
54,C815064001,3,M,M1823072687,es_transportation,9.17,0
178,C1087943403,3,M,M1823072687,es_transportation,35.46,0
93,C599638364,4,F,M209847108,es_wellnessandbeauty,17.47,0
66,C403631555,4,M,M1946091778,es_wellnessandbeauty,101.67,0
100,C87462443,1,M,M1823072687,es_transportation,29.78,0
67,C1450354557,3,F,M1823072687,es_transportation,29.41,0
14,C251875213,2,M,M1823072687,es_transportation,30.16,0
28,C1216409727,3,F,M855959430,es_hyper,5.14,0
116,C564489242,1,M,M45060432,es_hotelservices,81.89,0
95,C1159034982,3,M,M348934600,es_transportation,15.51,0
142,C2044183803,3,M,M1823072687,es_transportation,44.33,0
94,C736721523,3,M,M1823072687,es_transportation,48.69,0
162,C676156739,2,F,M1823072687,es_transportation,38.62,0
22,C1450562088,4,F,M348934600,es_transportation,57.69,0
15,C1966502638,3,F,M348934600,es_transportation,19.6,0
14,C546386486,3,F,M855959430,es_hyper,14.5,0
86,C1187353931,5,F,M1823072687,es_transportation,3.98,0
168,C1439299369,3,M,M1823072687,es_transportation,20.69,0
151,C1683471006,3,F,M1823072687,es_transportation,20.29,0
59,C587016440,5,M,M348934600,es_transportation,11.12,0
95,C2063978670,2,M,M1823072687,es_transportation,16.2,0
63,C1587738251,3,F,M1053599405,es_health,77.48,0
2,C1379018843,5,M,M348934600,es_transportation,11.92,0
50,C1130259702,3,M,M348934600,es_transportation,5.96,0
137,C1778762788,2,F,M1823072687,es_transportation,18.59,0
40,C47376492,3,M,M1823072687,es_transportation,44.73,0
173,C1163635747,4,M,M348934600,es_transportation,33.27,0
124,C1524019070,3,M,M1823072687,es_transportation,23.5,0
144,C615816786,2,F,M85975013,es_food,0.44,0
177,C759264122,1,M,M348934600,es_transportation,19.97,0
170,C1050458046,6,M,M348934600,es_transportation,76.68,0
148,C864602023,5,M,M1823072687,es_transportation,64.38,0
45,C1803364571,5,M,M1823072687,es_transportation,29.81,0
142,C1348957967,2,M,M1823072687,es_transportation,58.61,0
137,C759264122,1,M,M348934600,es_transportation,73.04,0
23,C2064655298,4,F,M348934600,es_transportation,28.28,0
159,C811638781,2,F,M1823072687,es_transportation,12.26,0
107,C1999699557,3,F,M1823072687,es_transportation,14.62,0
25,C808326652,U,E,M1823072687,es_transportation,33.49,0
127,C1203244235,3,F,M1823072687,es_transportation,14.59,0
70,C1422393615,2,M,M1823072687,es_transportation,14.59,0
78,C1452053500,3,F,M1823072687,es_transportation,27.69,0
123,C639532055,4,F,M348934600,es_transportation,37.26,0
131,C1670883164,6,F,M1823072687,es_transportation,23.19,0
1,C114388565,4,M,M348934600,es_transportation,35.3,0
100,C1215446912,2,F,M85975013,es_food,73.55,0
139,C961154945,3,M,M348934600,es_transportation,14.15,0
173,C1038879380,2,F,M1823072687,es_transportation,65.98,0
52,C913662681,5,M,M1823072687,es_transportation,56.51,0
86,C1846274338,3,M,M348934600,es_transportation,10.89,0
41,C1778762788,2,F,M1823072687,es_transportation,35.52,0
175,C1351087312,2,F,M1823072687,es_transportation,8.9,0
86,C1978080967,2,M,M348934600,es_transportation,18.53,0
116,C1900716037,4,M,M348934600,es_transportation,57.31,0
173,C1161671147,2,F,M1823072687,es_transportation,56.0,0
89,C1647801193,4,M,M1823072687,es_transportation,24.05,0
69,C1416816772,2,F,M1823072687,es_transportation,13.89,0
119,C458379262,5,F,M1823072687,es_transportation,16.57,0
17,C1193034305,4,F,M348934600,es_transportation,6.26,0
7,C1095087737,3,F,M348934600,es_transportation,13.98,0
94,C1464030920,1,F,M348934600,es_transportation,22.83,0
66,C1179217322,5,F,M348934600,es_transportation,24.38,0
104,C1771717627,2,F,M1823072687,es_transportation,0.69,0
37,C893284971,4,M,M1600850729,es_fashion,14.42,0
164,C731767226,6,M,M1823072687,es_transportation,51.06,0
107,C913662681,5,M,M1823072687,es_transportation,2.62,0
124,C1132392725,2,F,M348934600,es_transportation,11.35,0
114,C588719767,2,M,M1823072687,es_transportation,5.8,0
167,C230958403,2,M,M1823072687,es_transportation,20.76,0
101,C1640022626,6,M,M1823072687,es_transportation,31.55,0
156,C436675850,4,M,M1823072687,es_transportation,48.28,0
100,C1156346576,4,F,M855959430,es_hyper,33.18,0
59,C879949041,3,F,M1823072687,es_transportation,9.45,0
63,C383709704,4,F,M348934600,es_transportation,34.83,0
160,C357634845,3,M,M1823072687,es_transportation,6.64,0
164,C798889135,3,M,M1823072687,es_transportation,28.11,0
149,C758426828,2,M,M1823072687,es_transportation,27.87,0
123,C2106115023,5,M,M1823072687,es_transportation,23.87,0
12,C2129964241,2,M,M348934600,es_transportation,35.86,0
159,C450548035,3,M,M1823072687,es_transportation,25.04,0
101,C722399783,4,M,M1823072687,es_transportation,9.02,0
41,C11668910,2,F,M348934600,es_transportation,69.66,0
94,C369566106,4,M,M348934600,es_transportation,3.55,0
123,C1943367280,3,F,M1823072687,es_transportation,13.34,0
163,C1030484150,2,F,M1823072687,es_transportation,40.8,0
163,C924804429,3,M,M1823072687,es_transportation,20.09,0
172,C2025967620,3,F,M348934600,es_transportation,30.42,0
126,C1790520611,3,F,M1823072687,es_transportation,61.11,0
151,C47652503,5,F,M1823072687,es_transportation,38.2,0
107,C769422228,2,F,M348934600,es_transportation,32.57,0
118,C1679796651,4,M,M1823072687,es_transportation,3.76,0
165,C851731350,4,M,M1913465890,es_health,75.57,0
24,C1780201239,1,M,M1823072687,es_transportation,35.46,0
158,C616528518,4,F,M1823072687,es_transportation,35.06,0
72,C387520458,1,M,M1913465890,es_health,171.33,0
28,C1580559195,2,M,M1823072687,es_transportation,2.65,0
12,C707755349,4,M,M348934600,es_transportation,64.91,0
73,C1932334304,5,F,M348934600,es_transportation,41.86,0
59,C1233238493,2,F,M1823072687,es_transportation,16.86,0
97,C673469784,3,F,M85975013,es_food,38.15,0
7,C1117403153,5,F,M348934600,es_transportation,49.15,0
79,C1491288577,1,M,M348934600,es_transportation,19.79,0
133,C1853365964,4,M,M50039827,es_health,121.13,0
53,C469059843,5,F,M1823072687,es_transportation,55.8,0
152,C848308923,3,M,M348934600,es_transportation,58.69,0
82,C15276068,2,M,M1823072687,es_transportation,7.0,0
174,C995844287,5,F,M1823072687,es_transportation,20.21,0
108,C1186953291,4,M,M1823072687,es_transportation,22.6,0
3,C713872230,2,M,M349281107,es_fashion,66.92,0
21,C95715318,1,F,M1823072687,es_transportation,5.66,0
48,C1513653440,4,M,M348934600,es_transportation,32.13,0
41,C65683893,3,F,M1823072687,es_transportation,2.67,0
127,C1945950459,4,M,M1913465890,es_health,146.02,0
58,C1348957967,2,M,M1823072687,es_transportation,49.98,0
62,C2075898645,2,F,M1823072687,es_transportation,9.45,0
3,C2002750382,1,F,M1823072687,es_transportation,60.95,0
77,C137986193,4,F,M348934600,es_transportation,32.72,0
144,C185428348,2,F,M348934600,es_transportation,28.36,0
148,C1771706228,4,F,M348934600,es_transportation,21.61,0
81,C1060270098,3,M,M348934600,es_transportation,15.83,0
114,C1956908177,2,M,M348934600,es_transportation,6.31,0
103,C346030769,5,F,M348934600,es_transportation,32.29,0
32,C1734585073,5,F,M348934600,es_transportation,5.85,0
98,C967109509,5,M,M1823072687,es_transportation,37.76,0
86,C703418892,2,F,M1823072687,es_transportation,27.78,0
116,C1215440829,U,E,M348934600,es_transportation,7.37,0
164,C32640811,3,M,M348934600,es_transportation,1.12,0
29,C1739998964,2,F,M1823072687,es_transportation,34.69,0
164,C288684762,3,M,M1823072687,es_transportation,8.75,0
158,C1855693993,4,F,M1823072687,es_transportation,10.79,0
154,C871962456,2,F,M348934600,es_transportation,39.04,0
170,C911582672,3,M,M1823072687,es_transportation,46.36,0
75,C475340225,2,M,M1823072687,es_transportation,10.0,0
97,C1018653381,2,F,M1823072687,es_transportation,38.57,0
152,C1510459992,3,M,M1823072687,es_transportation,39.67,0
167,C232369406,5,F,M1823072687,es_transportation,54.06,0
123,C2132932756,3,M,M1823072687,es_transportation,51.97,0
22,C1952109278,1,M,M1600850729,es_fashion,143.86,0
50,C411345215,1,F,M348934600,es_transportation,32.37,0
26,C291671443,2,M,M1823072687,es_transportation,38.7,0
153,C987677028,3,M,M348934600,es_transportation,13.78,0
143,C1954706477,3,F,M1823072687,es_transportation,22.48,0
79,C1870926183,4,M,M1823072687,es_transportation,14.59,0
80,C1514271157,2,M,M348934600,es_transportation,37.38,0
71,C810569063,2,F,M1823072687,es_transportation,26.11,0
108,C447271561,3,M,M85975013,es_food,48.08,0
43,C1660830591,1,F,M349281107,es_fashion,29.39,0
139,C1149179033,5,M,M1823072687,es_transportation,40.93,0
163,C811312110,3,F,M1823072687,es_transportation,3.59,0
130,C764316727,5,F,M855959430,es_hyper,38.04,0
84,C1668825144,6,F,M348934600,es_transportation,27.29,0
72,C1202775726,3,F,M480139044,es_health,460.37,1
103,C1648096390,5,M,M1823072687,es_transportation,0.21,0
100,C1304285526,5,F,M85975013,es_food,30.99,0
99,C901739086,2,M,M1823072687,es_transportation,18.78,0
50,C433355159,4,F,M348934600,es_transportation,34.97,0
101,C21670075,2,F,M1823072687,es_transportation,63.08,0
119,C1905396523,4,F,M1823072687,es_transportation,34.16,0
144,C1460082550,6,F,M1823072687,es_transportation,5.72,0
82,C1882101149,4,M,M1823072687,es_transportation,24.84,0
175,C1177478758,2,F,M1823072687,es_transportation,1.62,0
148,C107125195,1,M,M1823072687,es_transportation,3.6,0
89,C404075543,4,M,M1823072687,es_transportation,5.81,0
126,C1368210201,2,F,M480139044,es_health,747.39,1
96,C225675370,4,M,M348934600,es_transportation,22.08,0
91,C1750881279,4,F,M1600850729,es_fashion,120.06,0
131,C402994775,1,M,M1823072687,es_transportation,21.19,0
123,C1112424232,3,F,M1823072687,es_transportation,65.43,0
104,C1475486134,5,M,M85975013,es_food,13.41,0
128,C1177478758,2,F,M1823072687,es_transportation,10.97,0
65,C1842441894,3,M,M1823072687,es_transportation,46.09,0
19,C764048448,3,M,M348934600,es_transportation,39.59,0
172,C1278181986,2,F,M348934600,es_transportation,27.83,0
134,C30374753,6,F,M348934600,es_transportation,45.68,0
68,C1904086644,5,F,M348934600,es_transportation,26.43,0
65,C122290547,3,M,M348934600,es_transportation,29.72,0
118,C1962882634,1,M,M1823072687,es_transportation,6.42,0
42,C16891369,3,M,M348934600,es_transportation,36.17,0
39,C75278863,1,F,M1649169323,es_sportsandtoys,158.11,0
93,C430880678,2,M,M78078399,es_wellnessandbeauty,27.83,0
78,C1374336520,2,M,M1823072687,es_transportation,26.81,0
60,C1354917220,2,M,M1823072687,es_transportation,16.17,0
162,C1360225709,5,F,M348934600,es_transportation,3.82,0
27,C1349106433,4,M,M1053599405,es_health,142.51,0
116,C2110532720,3,F,M348934600,es_transportation,19.73,0
164,C1954938610,4,M,M348934600,es_transportation,53.42,0
115,C1517820871,3,F,M348934600,es_transportation,15.93,0
35,C1166355595,4,F,M348934600,es_transportation,56.23,0
94,C320437746,3,F,M1823072687,es_transportation,21.59,0
51,C346693029,4,F,M1823072687,es_transportation,39.14,0
61,C33256704,4,F,M1823072687,es_transportation,30.46,0
37,C978276840,2,F,M1823072687,es_transportation,22.56,0
60,C555482626,3,F,M1823072687,es_transportation,29.97,0
137,C1739998964,2,F,M1823072687,es_transportation,14.57,0
52,C532118459,3,F,M1823072687,es_transportation,11.19,0
131,C957324981,4,M,M1823072687,es_transportation,11.63,0
130,C1089789227,2,F,M348934600,es_transportation,23.0,0
31,C2018553540,4,F,M348934600,es_transportation,21.53,0
122,C188367998,3,F,M1823072687,es_transportation,10.76,0
60,C1404684380,5,F,M348934600,es_transportation,19.47,0
151,C1708732499,2,M,M1823072687,es_transportation,44.32,0
79,C328208842,3,F,M1823072687,es_transportation,41.26,0
116,C734397713,2,M,M348934600,es_transportation,17.6,0
87,C1732609230,3,F,M348934600,es_transportation,33.18,0
99,C711859898,3,F,M1823072687,es_transportation,44.97,0
103,C1680004438,2,F,M1823072687,es_transportation,7.86,0
27,C658175205,3,F,M348934600,es_transportation,5.19,0
80,C255101565,1,F,M855959430,es_hyper,18.71,0
1,C1594422820,4,F,M348934600,es_transportation,37.81,0
29,C1228110352,1,M,M2122776122,es_home,71.74,0
170,C1988407051,5,M,M1823072687,es_transportation,22.61,0
44,C49915499,4,M,M85975013,es_food,86.76,0
51,C227186054,6,F,M348934600,es_transportation,4.82,0
95,C916497516,3,F,M348934600,es_transportation,51.71,0
132,C375459759,2,F,M348934600,es_transportation,16.03,0
135,C107438779,4,M,M1823072687,es_transportation,11.32,0
13,C1733778992,2,F,M348934600,es_transportation,17.63,0
121,C788955662,6,F,M348934600,es_transportation,45.83,0
127,C1125832994,3,F,M1823072687,es_transportation,34.21,0
72,C1902837467,4,M,M1823072687,es_transportation,19.65,0
158,C335592096,4,M,M348934600,es_transportation,2.92,0
113,C2116616608,4,F,M1823072687,es_transportation,38.03,0
81,C59912595,2,F,M1823072687,es_transportation,0.65,0
165,C96868586,3,M,M348934600,es_transportation,3.93,0
18,C2037169176,1,F,M348934600,es_transportation,26.07,0
44,C1689884214,3,M,M1823072687,es_transportation,17.69,0
39,C2033826237,4,M,M348934600,es_transportation,0.63,0
5,C10745331,4,F,M348934600,es_transportation,26.15,0
161,C1966502638,3,F,M1823072687,es_transportation,30.11,0
29,C170002529,2,F,M348934600,es_transportation,16.99,0
99,C610735261,2,F,M348934600,es_transportation,56.38,0
155,C1196149230,3,F,M1823072687,es_transportation,40.08,0
154,C1884342559,2,F,M1823072687,es_transportation,19.79,0
77,C1258454385,5,M,M348934600,es_transportation,10.6,0
148,C1082732879,2,F,M348934600,es_transportation,8.13,0
178,C1457086535,2,M,M1823072687,es_transportation,27.98,0
95,C1846274338,3,M,M1823072687,es_transportation,29.03,0
29,C5079947,3,F,M348934600,es_transportation,28.23,0
122,C795132749,5,F,M349281107,es_fashion,51.76,0
140,C1988407051,5,M,M348934600,es_transportation,21.66,0
37,C1070277785,4,F,M348934600,es_transportation,18.4,0
49,C1973547259,3,M,M1823072687,es_transportation,42.31,0
159,C1084672760,2,F,M1823072687,es_transportation,13.04,0
153,C1964602402,4,M,M348934600,es_transportation,15.51,0
90,C1160421902,3,M,M1823072687,es_transportation,25.51,0
174,C2016997607,2,M,M1823072687,es_transportation,25.86,0
33,C87697988,6,F,M348934600,es_transportation,29.92,0
6,C1791903269,3,F,M151143676,es_barsandrestaurants,28.93,0
125,C1819751403,1,F,M348934600,es_transportation,21.0,0
62,C1095821033,4,F,M85975013,es_food,51.05,0
123,C536412201,2,M,M348934600,es_transportation,19.64,0
178,C1837200499,4,M,M348934600,es_transportation,24.04,0
99,C1090046399,2,M,M1823072687,es_transportation,34.86,0
102,C1838285576,3,M,M1823072687,es_transportation,16.75,0
150,C144168365,4,M,M1823072687,es_transportation,11.99,0
123,C1274818444,5,F,M348934600,es_transportation,28.69,0
37,C1865204568,5,M,M1823072687,es_transportation,3.17,0
154,C1971497679,4,M,M348934600,es_transportation,7.65,0
142,C707326919,2,M,M1823072687,es_transportation,52.75,0
154,C1634901253,1,F,M1823072687,es_transportation,12.72,0
60,C1850870588,2,M,M1823072687,es_transportation,15.86,0
146,C21670075,2,F,M348934600,es_transportation,19.82,0
18,C2036557936,2,M,M348934600,es_transportation,5.04,0
99,C693907036,3,M,M348934600,es_transportation,29.92,0
89,C1734879586,1,F,M1823072687,es_transportation,35.47,0
118,C1652856443,2,M,M348934600,es_transportation,8.79,0
54,C1028143403,3,M,M1823072687,es_transportation,17.98,0
154,C858011639,3,M,M348934600,es_transportation,56.08,0
86,C1223439629,4,M,M348934600,es_transportation,64.96,0
123,C1501782229,5,F,M1823072687,es_transportation,26.87,0
164,C2143703121,5,F,M1823072687,es_transportation,18.4,0
168,C238779431,3,F,M348934600,es_transportation,0.64,0
53,C1461183154,5,F,M348934600,es_transportation,23.12,0
132,C2033310172,4,M,M1823072687,es_transportation,29.79,0
15,C1117294574,1,F,M348934600,es_transportation,57.75,0
125,C901739086,2,M,M1823072687,es_transportation,46.0,0
138,C1141582476,2,F,M1823072687,es_transportation,32.22,0
120,C695108722,2,M,M1823072687,es_transportation,34.26,0
9,C927766810,3,F,M348934600,es_transportation,26.02,0
133,C1279668658,2,M,M1823072687,es_transportation,2.8,0
161,C655866157,5,M,M348934600,es_transportation,14.49,0
169,C1457388461,2,F,M1823072687,es_transportation,41.92,0
128,C2061535111,4,M,M1823072687,es_transportation,33.65,0
11,C1154631581,5,M,M348934600,es_transportation,60.4,0
113,C1158738757,3,M,M1823072687,es_transportation,40.04,0
175,C359221218,3,M,M1823072687,es_transportation,13.54,0
20,C1499241933,3,F,M480139044,es_health,271.06,0
120,C855112247,5,M,M1823072687,es_transportation,30.95,0
171,C1586862598,3,M,M1823072687,es_transportation,7.14,0
146,C1869142879,5,F,M1823072687,es_transportation,20.39,0
109,C1895615571,3,M,M1823072687,es_transportation,12.34,0
163,C2137070408,5,M,M1823072687,es_transportation,20.63,0
74,C1317710133,3,M,M1823072687,es_transportation,16.68,0
48,C1018783569,2,M,M348934600,es_transportation,6.02,0
153,C1101433185,2,F,M1823072687,es_transportation,22.07,0
176,C1634901253,1,F,M1823072687,es_transportation,28.0,0
104,C1807970113,4,F,M1823072687,es_transportation,46.23,0
41,C1706918687,2,M,M348934600,es_transportation,30.37,0
128,C560478089,3,F,M348934600,es_transportation,3.42,0
12,C663226052,3,F,M348934600,es_transportation,34.75,0
123,C420340345,3,M,M348934600,es_transportation,34.97,0
84,C1791559714,3,F,M1823072687,es_transportation,11.65,0
140,C576597517,3,F,M348934600,es_transportation,22.57,0
138,C499760818,3,M,M348934600,es_transportation,1.84,0
57,C1765886577,4,F,M348934600,es_transportation,12.06,0
19,C819978438,5,F,M1823072687,es_transportation,24.03,0
39,C2030175121,1,F,M85975013,es_food,60.12,0
113,C1419246450,3,M,M349281107,es_fashion,119.92,0
133,C2085650948,2,F,M1823072687,es_transportation,10.01,0
111,C1480799932,6,M,M348934600,es_transportation,22.19,0
123,C1338932459,2,M,M1823072687,es_transportation,13.75,0
24,C1557540123,4,F,M1823072687,es_transportation,15.22,0
129,C1287167517,2,F,M1823072687,es_transportation,23.63,0
157,C366601563,1,F,M1823072687,es_transportation,27.97,0
